county,confirmed_cases,confirmed_deaths,state,length_of_lockdown,cases,deaths,POP_ESTIMATE_2018,total_state_pop,Active.Physicians.per.100.000.Population..2018..AAMC.,Total.Active.Patient.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Patient.Care.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.General.Surgeons.per.100.000.Population..2018..AAMC.,Active.Patient.Care.General.Surgeons.per.100.000.Population..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Female..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.International.Medical.Graduates..IMGs...2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Age.60.or.Older..2018..AAMC.,MD.and.DO.Student.Enrollment.per.100.000.Population..AY.2018.2019..AAMC.,Student.Enrollment.at.Public.MD.and.DO.Schools.per.100.000.Population..AY.2018.2019..AAMC.,Percentage.Change.in.Student.Enrollment.at.MD.and.DO.Schools..2008.2018..AAMC.,Percentage.of.MD.Students.Matriculating.In.State..AY.2018.2019..AAMC.,Total.Residents.Fellows.in.ACGME.Programs.per.100.000.Population.as.of.December.31..2018..AAMC.,Total.Residents.Fellows.in.Primary.Care.ACGME.Programs.per.100.000.Population.as.of.Dec..31..2018..AAMC.,Percentage.of.Residents.in.ACGME.Programs.Who.Are.IMGs.as.of.December.31..2018..AAMC.,Ratio.of.Residents.and.Fellows..GME..to.Medical.Students..UME...AY.2017.2018..AAMC.,Percent.Change.in.Residents.and.Fellows.in.ACGME.Accredited.Programs..2008.2018..AAMC.,Percentage.of.Physicians.Retained.in.State.from.Undergraduate.Medical.Education..UME...2018..AAMC.,All.Specialties..AAMC.,State.Local.Government.hospital.beds.per.1000.people..2019.,Non.profit.hospital.beds.per.1000.people..2019.,For.profit.hospital.beds.per.1000.people..2019.,Total.hospital.beds.per.1000.people..2019.,Total.nurse.practitioners..2019.,Total.physician.assistants..2019.,Total.Hospitals..2019.,Total.Primary.Care.Physicians..2019.,Surgery.specialists..2019.,Emergency.Medicine.specialists..2019.,Total.Specialist.Physicians..2019.,ICU.Beds,pop_fraction,Length.of.Life.rank,Quality.of.Life.rank,Health.Behaviors.rank,Clinical.Care.rank,Social...Economic.Factors.rank,Physical.Environment.rank,Adult.smoking.percentage,Adult.obesity.percentage,Excessive.drinking.percentage,Population.per.sq.mile,House.per.sq.mile,Share.of.Tests.with.Positive.COVID.19.Results,Number.of.Tests.with.Results.per.1.000.Population
Boone,4,0,Iowa,0,1.556213467,0,26346,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0.113869278,0.004173763,13,56,62,26,23,70,16,36,21,46,20.6,0.15503,27.2
Bremer,62,5,Iowa,0,2.48526877,0.200424901,24947,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0,0.003952131,3,14,3,17,5,47,14,33,22,55.7,22.8,0.15503,27.2
Buchanan,24,0,Iowa,0,1.132128874,0,21199,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0,0.003358369,34,5,54,58,44,66,16,33,21,36.7,15.7,0.15503,27.2
Buena Vista,45,0,Iowa,0,2.264264869,0,19874,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0.251584985,0.003148461,9,70,33,89,73,25,15,34,19,35.2,14.3,0.15503,27.2
Butler,230,6,Iowa,0,0.825366256,0,14539,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.002303285,63,9,52,67,17,88,15,33,21,25.6,11.5,0.15503,27.2
Calhoun,127,3,Iowa,0,0.103103413,0,9699,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0.206206825,0.001536526,72,84,79,45,45,55,17,36,20,17,9,0.15503,27.2
Carroll,6,0,Iowa,0,0.347325593,0,20154,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0.297707651,0.003192819,45,3,39,11,6,31,15,34,21,36.6,16.5,0.15503,27.2
Cass,62,0,Iowa,0,0.07733952,0,12930,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0.309358082,0.002048385,86,58,70,41,87,24,17,34,18,24.7,11.7,0.15503,27.2
Cedar,44,1,Iowa,0,2.362162452,0.05368551,18627,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.00295091,2,1,22,42,21,80,14,35,22,31.9,13.9,0.15503,27.2
Cerro Gordo,14,0,Iowa,0,0.328276315,0,42647,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0.422069548,0.006756185,81,71,50,3,58,27,16,30,22,77.7,39,0.15503,27.2
Cherokee,24,0,Iowa,0,0.529988517,0,11321,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775553,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.001793485,40,66,72,70,27,15,17,35,19,20.9,10,0.15503,27.2
Chickasaw,7,0,Iowa,0,0.585088599,0,11964,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.00189535,60,28,28,31,30,22,16,30,21,24.7,11.3,0.15503,27.2
Clarke,65,1,Iowa,0,0.955109838,0,9423,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934169,0,0.001492802,98,87,82,83,80,93,17,37,20,21.5,9.5,0.15503,27.2
Clay,27,1,Iowa,0,0.557828189,0,16134,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0,0.002555966,14,34,41,16,69,7,16,35,21,29.4,14.2,0.15503,27.2
Clayton,969,35,Iowa,0,1.594896332,0.17088175,17556,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0,0.002781241,21,21,43,65,72,52,15,36,20,23.3,11.6,0.15503,27.2
Clinton,142,13,Iowa,0,1.246829184,0.021497055,46518,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775551,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0.214970549,0.007369433,73,94,86,62,93,82,17,33,20,70.7,31.3,0.15503,27.2
Crawford,8,0,Iowa,0,12.06434316,0.058281851,17158,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0,0.002718189,51,89,71,99,95,43,17,33,18,23.9,9.7,0.15503,27.2
Dallas,129,3,Iowa,0,8.216899534,0.088711466,90180,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0,0.014286416,4,4,4,20,1,65,13,29,23,112.4,46.3,0.15503,27.2
Davis,12,0,Iowa,0,1.330819563,0,9017,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0,0.001428483,53,61,27,98,62,39,17,26,19,17.4,7.2,0.15503,27.2
Delaware,230,19,Iowa,0,0.585857402,0,17069,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0,0.00270409,12,20,32,34,20,97,16,33,22,30.7,13.9,0.15503,27.2
Des Moines,44,1,Iowa,0,1.124227094,0.025550616,39138,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0.306607389,0.006200285,74,95,98,63,97,90,19,37,19,96.9,44.5,0.15503,27.2
Dickinson,6,0,Iowa,0,0.349793039,0,17153,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0.17489652,0.002717397,19,18,5,6,38,17,15,28,20,43.8,33.8,0.15503,27.2
Dubuque,235,9,Iowa,0,2.426332418,0.092923369,96854,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0.185846738,0.015343718,18,25,75,88,40,78,16,34,24,154,64,0.15503,27.2
Emmet,1,0,Iowa,0,0.108073057,0,9253,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0,0.001465871,67,90,96,36,68,4,18,40,19,26,12,0.15503,27.2
Fayette,9,0,Iowa,0,1.220752798,0,19660,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.003114559,55,46,58,54,79,87,16,34,21,28.6,13.1,0.15503,27.2
Floyd,165,12,Iowa,0,0.571029757,0.063447751,15761,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.002496875,38,77,64,85,67,21,16,41,19,32.6,15,0.15503,27.2
Franklin,270,3,Iowa,0,0.691426314,0,10124,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.001603855,52,85,87,77,50,34,17,45,19,18.4,8.4,0.15503,27.2
Fremont,23,0,Iowa,0,0.429000429,0,6993,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775553,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.001107839,97,30,74,94,43,57,16,33,19,14.6,6.7,0.15503,27.2
Greene,74,4,Iowa,0,1.447500278,0,8981,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0.445384701,0.00142278,68,91,66,25,60,45,15,41,20,16.4,8,0.15503,27.2
Grundy,62,1,Iowa,0,1.300390117,0,12304,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0,0.001949213,32,7,1,13,8,51,14,31,21,24.8,11,0.15503,27.2
Guthrie,36,2,Iowa,0,3.358208955,0.186567164,10720,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.001698274,10,52,53,71,32,60,15,34,21,18.5,9.7,0.15503,27.2
Hamilton,86,0,Iowa,0,0.735687533,0,14952,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.002368712,46,39,23,76,36,62,15,33,20,27.2,12.5,0.15503,27.2
Hancock,141,4,Iowa,0,0.280059746,0,10712,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.001697007,6,45,14,39,12,16,14,34,21,19.9,9.3,0.15503,27.2
Hardin,1,0,Iowa,0,0.711406213,0,16868,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0,0.002672247,24,37,63,19,48,44,15,42,19,30.8,14.4,0.15503,27.2
Harrison,166,14,Iowa,0,1.202773454,0,14134,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.002239124,33,57,73,40,19,58,16,40,20,21.4,9.7,0.15503,27.2
Henry,33,1,Iowa,0,2.142821548,0.049833059,20067,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0,0.003179036,28,76,76,43,61,79,17,35,20,46.4,19.1,0.15503,27.2
Howard,14,0,Iowa,0,1.306193534,0,9187,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0,0.001455415,27,60,31,49,33,20,16,32,20,20.2,9.2,0.15503,27.2
Humboldt,67,0,Iowa,0,0.733214622,0,9547,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775553,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0,0.001512446,71,31,49,52,47,37,16,30,20,22.6,10.8,0.15503,27.2
Ida,2,0,Iowa,0,0.292354919,0,6841,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0,0.001083759,26,63,26,91,15,2,16,30,20,16.4,7.9,0.15503,27.2
Iowa,26,0,Iowa,0,1.610804783,0,16141,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0,0.002557075,35,12,8,33,11,67,15,32,21,27.9,12.4,0.15503,27.2
Jackson,60,2,Iowa,0,0.360230548,0,19432,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.003078439,50,43,47,84,65,98,15,31,20,31.2,14.8,0.15503,27.2
Jasper,26,0,Iowa,0,6.433897758,0.269200743,37147,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0.107680297,0.005884869,66,68,42,21,46,75,15,36,21,50.4,22.2,0.15503,27.2
Jefferson,1199,64,Iowa,0,0.489636037,0,18381,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.002911938,23,54,6,90,74,46,15,28,19,38.7,17.4,0.15503,27.2
Johnson,35,0,Iowa,0,3.689012297,0.046277932,151260,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0.628057649,0.023962777,11,50,16,1,31,94,15,26,25,213.1,91.1,0.15503,27.2
Jones,30,0,Iowa,0,1.639028153,0,20744,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0,0.003286288,16,38,57,37,55,72,15,38,22,35.9,15.5,0.15503,27.2
Keokuk,9,0,Iowa,0,0.880195599,0,10225,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.001619856,65,44,56,87,66,77,15,37,21,18.1,8.5,0.15503,27.2
Kossuth,2,0,Iowa,0,0.134156158,0,14908,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.002361742,7,24,38,50,18,9,15,36,20,16,7.7,0.15503,27.2
Lee,436,30,Iowa,0,0.528556746,0,34055,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0.293642637,0.005395031,93,97,97,75,99,89,18,40,21,69.3,31.3,0.15503,27.2
Linn,858,63,Iowa,0,3.797989456,0.278873352,225909,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0.19476869,0.035788755,36,27,67,10,53,95,16,34,21,294.6,128.7,0.15503,27.2
Louisa,289,3,Iowa,0,25.87519026,0.268600591,11169,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.001769405,91,78,78,97,77,85,16,37,20,28.3,12.5,0.15503,27.2
Lyon,16,0,Iowa,0,1.354669376,0,11811,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.001871112,29,11,11,73,2,6,14,39,21,19.7,8.2,0.15503,27.2
Madison,259,4,Iowa,0,0.800049234,0.061542249,16249,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0,0.002574185,30,8,44,32,26,86,15,37,22,27.9,11.7,0.15503,27.2
Mahaska,21,1,Iowa,0,0.954545455,0.045454545,22000,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.003485264,42,59,77,29,71,69,17,33,20,39.2,17.1,0.15503,27.2
Marion,100,9,Iowa,0,0.508875385,0,33407,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934168,0.089801539,0.005292374,39,29,34,4,13,84,15,34,21,60.1,25.1,0.15503,27.2
Marshall,586,9,Iowa,0,18.70888672,0.075035642,39981,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.006333834,54,72,48,46,98,28,15,35,20,71,29.4,0.15503,27.2
Mills,9,0,Iowa,0,0.59749054,0,15063,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.002386297,56,36,29,38,29,68,14,33,21,34.4,14,0.15503,27.2
Mitchell,381,32,Iowa,0,0.283848992,0,10569,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.001674353,15,17,10,61,10,3,15,32,21,23,10.3,0.15503,27.2
Monona,13,0,Iowa,0,1.497868418,0,8679,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709998,0.167292694,0.110577936,1.294934169,0,0.001374937,90,64,80,95,84,42,17,38,18,13.3,6.8,0.15503,27.2
Monroe,18,2,Iowa,0,2.310654685,0,7790,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0,0.0012341,79,80,84,68,64,56,18,34,20,18.4,9,0.15503,27.2
Montgomery,705,19,Iowa,0,0.499850045,0,10003,6312290,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552,0.9,2,0.1,3,0.608970754,0.270266417,0.037387382,1.401709997,0.167292694,0.110577936,1.294934168,0.799760072,0.001584686,80,88,60,57,88,35,17,26,19,25.3,12.4,0.15503,27.2
